firstname,p_r_f_his,p_r_f_whi,p_r_f_bla,p_r_f_asi,p_r_f_oth
BRADY,0.014851485,0.930693069,0.03960396,0.014851485,0
BRANDEN,0.02,0.96,0,0,0.02
BRANDI,0.026070764,0.908752328,0.057728119,0.003724395,0.003724395
BRANDIE,0,0.946666667,0.04,0.013333333,0
BRANDON,0.016784782,0.919806043,0.03767251,0.021260724,0.004475942
BRANDT,0,0.982142857,0.017857143,0,0
BRANDY,0.034816248,0.907156673,0.034816248,0.00967118,0.013539652
BRANKO,0,1,0,0,0
BRANNON,0,1,0,0,0
BRANT,0,0.979166667,0.020833333,0,0
BREANNA,0.020408163,0.93877551,0.040816327,0,0
BREANNE,0.019230769,0.903846154,0.019230769,0.019230769,0.038461538
BREE,0,0.952380952,0.047619048,0,0
BRENDA,0.048856752,0.844635529,0.091264413,0.011139339,0.004103967
BRENDAN,0.007633588,0.979007634,0.001908397,0.009541985,0.001908397
BRENDON,0.015625,0.921875,0.046875,0,0.015625
BRENNA,0.012345679,0.987654321,0,0,0
BRENNAN,0.016393443,0.950819672,0.016393443,0.016393443,0
BRENT,0.008064516,0.972485769,0.009962049,0.00711575,0.002371917
BRENTON,0,0.950819672,0.049180328,0,0
BRET,0.002398082,0.983213429,0.011990408,0,0.002398082
BRETT,0.003587904,0.983598155,0.00871348,0.002562788,0.001537673
BRIAN,0.007156124,0.961815798,0.01338359,0.015896427,0.001748061
BRIANA,0.068627451,0.911764706,0.009803922,0.009803922,0
BRIANNA,0.028846154,0.951923077,0.009615385,0.009615385,0
BRIANNE,0.010752688,0.989247312,0,0,0
BRICE,0,0.976190476,0,0.023809524,0
BRIDGET,0.014120668,0.929396662,0.050064185,0.006418485,0
BRIDGETT,0.015625,0.828125,0.15625,0,0
BRIDGETTE,0.023076923,0.723076923,0.238461538,0.007692308,0.007692308
BRIDGIT,0,1,0,0,0
BRIEN,0.025,0.925,0.025,0.025,0
BRIENNE,0,1,0,0,0
BRIGETTE,0.054054054,0.864864865,0.081081081,0,0
BRIGID,0.012987013,0.974025974,0,0,0.012987013
BRIGIDA,0.40625,0.25,0.03125,0.28125,0.03125
BRIGITTE,0.017045455,0.903409091,0.039772727,0.039772727,0
BRIJESH,0,0,0,1,0
BRION,0.029411765,0.911764706,0.029411765,0.029411765,0
BRITA,0,1,0,0,0
BRITNEY,0.018867925,0.924528302,0.056603774,0,0
BRITT,0.01010101,0.96969697,0.02020202,0,0
BRITTA,0,1,0,0,0
BRITTANY,0.007029877,0.950790861,0.033391916,0.008787346,0
BRITTNEY,0.013888889,0.930555556,0.034722222,0.006944444,0.013888889
BRITTON,0,0.98245614,0.01754386,0,0
BROCK,0.006097561,0.975609756,0.012195122,0,0.006097561
BRODIE,0,1,0,0,0
BRODY,0,1,0,0,0
BRONWYN,0,1,0,0,0
BROOK,0,0.974576271,0.025423729,0,0
BROOKE,0.00672043,0.97311828,0.01344086,0.004032258,0.002688172
BROOKS,0,0.993377483,0,0.006622517,0
BRUCE,0.006170531,0.955684368,0.021129394,0.013836948,0.003178758
BRUNO,0.189189189,0.804054054,0.006756757,0,0
BRYAN,0.01356484,0.936245252,0.02116115,0.028214867,0.00081389
BRYANT,0.042780749,0.732620321,0.155080214,0.069518717,0
BRYCE,0.008474576,0.957627119,0.008474576,0.025423729,0
BRYN,0.055555556,0.916666667,0,0.027777778,0
BRYNN,0,1,0,0,0
BRYON,0,0.93125,0.05625,0.00625,0.00625
BRYSON,0,0.941176471,0,0.058823529,0
BUCK,0,1,0,0,0
BUD,0.03125,0.9375,0,0.03125,0
BUDDY,0.015384615,0.892307692,0.015384615,0.061538462,0.015384615
BUFFY,0,1,0,0,0
BUFORD,0,0.870967742,0.129032258,0,0
BURKE,0,0.935483871,0,0.032258065,0.032258065
BURT,0.014285714,0.885714286,0.085714286,0.014285714,0
BURTON,0.02,0.906666667,0.04,0.026666667,0.006666667
BYRON,0.069609508,0.774193548,0.113752122,0.040747029,0.001697793
BYUNG,0.011235955,0.04494382,0,0.943820225,0
CADE,0,1,0,0,0
CAESAR,0.40625,0.46875,0.03125,0.09375,0
CAITLIN,0,0.975,0.005,0.02,0
CALE,0,1,0,0,0
CALEB,0.021276596,0.961702128,0.004255319,0.008510638,0.004255319
CALLIE,0,0.847058824,0.129411765,0.023529412,0
CALVIN,0.006675567,0.58611482,0.257676903,0.146862483,0.002670227
CAM,0,0.255319149,0,0.744680851,0
CAMELIA,0.121212121,0.696969697,0.121212121,0.060606061,0
CAMERON,0.005424955,0.949367089,0.025316456,0.016274864,0.003616637
CAMI,0,1,0,0,0
CAMIE,0,1,0,0,0
CAMILLA,0,0.925,0.075,0,0
CAMILLE,0.031168831,0.875324675,0.067532468,0.023376623,0.002597403
CAMILO,0.594594595,0.216216216,0,0.189189189,0
CAN,0,0.212121212,0,0.787878788,0
CANDACE,0.007481297,0.907730673,0.071072319,0.011221945,0.002493766
CANDELARIO,0.904761905,0.095238095,0,0,0
CANDI,0.027027027,0.945945946,0,0,0.027027027
CANDICE,0.026070764,0.867783985,0.061452514,0.037243948,0.00744879
CANDIDA,0.605263158,0.289473684,0.052631579,0.052631579,0
CANDIDO,0.705882353,0.117647059,0,0.176470588,0
CANDIS,0.02173913,0.869565217,0.086956522,0.02173913,0
CANDY,0.053140097,0.8647343,0.028985507,0.048309179,0.004830918
CANDYCE,0.064516129,0.903225806,0.032258065,0,0
CARA,0.006342495,0.955602537,0.023255814,0.00845666,0.006342495
CAREN,0,0.95620438,0.03649635,0.00729927,0
CAREY,0.002808989,0.963483146,0.016853933,0.016853933,0
CARI,0.020512821,0.974358974,0,0.005128205,0
CARIDAD,0.566666667,0.233333333,0,0.2,0
CARIE,0,0.983870968,0,0.016129032,0
CARIN,0.011235955,0.943820225,0.033707865,0.011235955,0
CARINA,0.328125,0.59375,0.015625,0.0625,0
CARISSA,0.024793388,0.884297521,0.033057851,0.05785124,0
CARL,0.009784173,0.903309353,0.069352518,0.014100719,0.003453237
CARLA,0.049908704,0.863664029,0.079123554,0.004260499,0.003043214
CARLEE,0,1,0,0,0
CARLEEN,0,0.933333333,0.04,0.026666667,0
CARLENE,0.00729927,0.868613139,0.080291971,0.00729927,0.03649635
CARLETON,0,0.909090909,0.060606061,0,0.03030303
CARLEY,0,1,0,0,0
CARLIE,0,1,0,0,0
CARLIN,0,0.870967742,0.064516129,0.064516129,0
CARLO,0.102564103,0.769230769,0.025641026,0.102564103,0
CARLOS,0.827049464,0.133517814,0.017295054,0.020408163,0.001729505
CARLOTTA,0.017857143,0.625,0.303571429,0.017857143,0.035714286
CARLTON,0.010676157,0.690391459,0.288256228,0.010676157,0
CARLY,0.012658228,0.981012658,0,0.006329114,0
CARLYN,0,1,0,0,0
CARMA,0,1,0,0,0
CARMEL,0.013333333,0.8,0.12,0.066666667,0
CARMELA,0.158823529,0.776470588,0.011764706,0.047058824,0.005882353
CARMELITA,0.131578947,0.276315789,0.092105263,0.486842105,0.013157895
CARMELLA,0.064935065,0.87012987,0.051948052,0.012987013,0
CARMELO,0.340659341,0.505494505,0.021978022,0.120879121,0.010989011
CARMEN,0.510155317,0.410991637,0.050179211,0.02688172,0.001792115
CARMINE,0.016949153,0.983050847,0,0,0
CAROL,0.014459161,0.944812362,0.025607064,0.012582781,0.002538631
CAROLA,0.129032258,0.774193548,0.032258065,0.064516129,0
CAROLANN,0.045454545,0.909090909,0.045454545,0,0
CAROLE,0.005464481,0.951600312,0.025761124,0.014051522,0.00312256
CAROLEE,0.018867925,0.981132075,0,0,0
CAROLINA,0.648760331,0.239669421,0.012396694,0.099173554,0
CAROLINE,0.029482072,0.894820717,0.028685259,0.043027888,0.003984064
CAROLYN,0.013640239,0.89428815,0.079283887,0.010656436,0.002131287
CAROLYNN,0.037037037,0.925925926,0.037037037,0,0
CARON,0.03030303,0.954545455,0.015151515,0,0
CARRI,0,0.983333333,0,0,0.016666667
CARRIE,0.01048218,0.952201258,0.022641509,0.012159329,0.002515723
CARROL,0,0.837837838,0.162162162,0,0
CARROLL,0.005235602,0.937172775,0.041884817,0.010471204,0.005235602
CARSON,0.012195122,0.926829268,0.024390244,0.036585366,0
CARTER,0,0.935714286,0.057142857,0.007142857,0
CARY,0.014184397,0.907801418,0.021276596,0.04964539,0.007092199
CARYL,0.012987013,0.909090909,0.038961039,0.025974026,0.012987013
CARYN,0.010948905,0.967153285,0.00729927,0.010948905,0.003649635
CASANDRA,0.090909091,0.681818182,0.227272727,0,0
CASEY,0.006071119,0.953165655,0.015611448,0.023417173,0.001734605
CASIMIR,0.032258065,0.935483871,0.032258065,0,0
CASSANDRA,0.027480916,0.757251908,0.2,0.015267176,0
CASSIDY,0.02,0.92,0.02,0.04,0
CASSIE,0.005747126,0.959770115,0.017241379,0.011494253,0.005747126
CATALINA,0.65,0.192857143,0,0.142857143,0.014285714
CATERINA,0.05,0.95,0,0,0
CATHARINE,0.021505376,0.956989247,0.010752688,0.010752688,0
CATHERINE,0.015550239,0.933185236,0.0234108,0.025632262,0.002221463
CATHI,0,1,0,0,0
CATHIE,0,0.956989247,0.032258065,0.010752688,0
CATHLEEN,0.015625,0.978515625,0,0.00390625,0.001953125
CATHRYN,0.005649718,0.971751412,0.011299435,0,0.011299435
CATHY,0.020474138,0.917564655,0.030711207,0.029094828,0.002155172
CATRINA,0.038461538,0.730769231,0.192307692,0.038461538,0
CECELIA,0.053571429,0.821428571,0.102678571,0.022321429,0
CECIL,0.015337423,0.791411043,0.174846626,0.015337423,0.003067485
CECILE,0.010309278,0.804123711,0.072164948,0.113402062,0
CECILIA,0.373579545,0.480113636,0.022727273,0.120738636,0.002840909
CECILIO,0.771428571,0.171428571,0,0.057142857,0
CECILY,0,0.897435897,0.025641026,0.076923077,0
CEDRIC,0,0.272727273,0.621212121,0.090909091,0.015151515
CELESTE,0.059431525,0.834625323,0.059431525,0.043927649,0.002583979
CELESTINO,0.6,0.166666667,0.033333333,0.2,0
CELIA,0.407932011,0.512747875,0.028328612,0.04815864,0.002832861
CELINA,0.573333333,0.36,0.026666667,0.04,0
CELINE,0.06122449,0.816326531,0.040816327,0.081632653,0
CELSO,0.786885246,0.098360656,0,0.114754098,0
CESAR,0.838472834,0.070484581,0.001468429,0.089574156,0
CEZARY,0,1,0,0,0
CHAD,0.004440216,0.977164605,0.007928957,0.008246115,0.002220108
CHADWICK,0.008333333,0.983333333,0,0.008333333,0
CHAN,0,0.104477612,0,0.895522388,0
CHANCE,0.04109589,0.904109589,0.04109589,0,0.01369863
CHANDA,0,0.637931034,0.224137931,0.137931034,0
CHANDLER,0.022222222,0.888888889,0.066666667,0.022222222,0
CHANDRA,0.010309278,0.572164948,0.12371134,0.288659794,0.005154639
CHANG,0.006289308,0.018867925,0,0.968553459,0.006289308
CHANH,0,0,0,1,0
CHANNING,0,1,0,0,0
CHANTAL,0.027777778,0.694444444,0.180555556,0.097222222,0
CHANTEL,0.063829787,0.808510638,0.127659574,0,0
CHANTELLE,0.02173913,0.782608696,0.130434783,0.065217391,0
CHAO,0,0.026666667,0,0.973333333,0
CHARISSA,0.055555556,0.861111111,0.027777778,0.055555556,0
CHARISSE,0.08,0.7,0.18,0.04,0
CHARITY,0.018404908,0.883435583,0.073619632,0.018404908,0.006134969
CHARLA,0,0.890410959,0.054794521,0.02739726,0.02739726
CHARLEEN,0,0.898550725,0.028985507,0.057971014,0.014492754
CHARLENE,0.015947467,0.862101313,0.095684803,0.020637899,0.005628518
CHARLES,0.01229861,0.913786742,0.055466732,0.014942811,0.003505104
CHARLEY,0.045454545,0.681818182,0.159090909,0.113636364,0
CHARLIE,0.071038251,0.543715847,0.232240437,0.150273224,0.00273224
CHARLOTTE,0.013632719,0.894947875,0.068965517,0.013632719,0.008821171
CHARMAINE,0.02739726,0.589041096,0.273972603,0.089041096,0.020547945
CHASE,0.020689655,0.924137931,0.013793103,0.020689655,0.020689655
CHASITY,0,0.810810811,0.162162162,0,0.027027027
CHASTITY,0.055555556,0.861111111,0.083333333,0,0
CHAU,0,0.02020202,0,0.97979798,0
CHAUNCEY,0,0.515151515,0.454545455,0.03030303,0
CHEE,0.033333333,0,0.033333333,0.933333333,0
CHELSEA,0.015384615,0.95,0.011538462,0.023076923,0
CHELSEY,0,1,0,0,0
CHEN,0,0.075471698,0,0.924528302,0
CHENG,0.01010101,0.02020202,0,0.96969697,0
CHERI,0.009049774,0.957013575,0.027149321,0.00678733,0
CHERIE,0.027431421,0.930174564,0.02244389,0.019950125,0
CHERISE,0,0.612903226,0.35483871,0.032258065,0
CHERRI,0,0.95,0.025,0.025,0
CHERRIE,0.029411765,0.735294118,0.147058824,0.088235294,0
CHERRY,0.011764706,0.635294118,0.117647059,0.2,0.035294118
CHERRYL,0,0.870967742,0.129032258,0,0
CHERYL,0.006593407,0.927641589,0.052240068,0.010989011,0.002535926
CHERYLE,0.015873016,0.920634921,0.047619048,0.015873016,0
CHERYLL,0.029411765,0.911764706,0.029411765,0.029411765,0
CHESTER,0.007389163,0.857142857,0.088669951,0.041871921,0.004926108
CHET,0.028571429,0.857142857,0.057142857,0.042857143,0.014285714
CHETAN,0,0.175,0,0.825,0
CHEUK,0,0,0,1,0
CHEYENNE,0,0.8125,0.09375,0,0.09375
CHI,0,0.026785714,0,0.973214286,0
CHIA,0,0.025641026,0,0.974358974,0
CHIEN,0,0,0,1,0
CHIH,0,0,0,1,0
CHIN,0.01754386,0.01754386,0,0.964912281,0
CHING,0,0.032258065,0,0.967741935,0
CHINH,0,0.016393443,0,0.983606557,0
CHIRAG,0,0.093023256,0,0.88372093,0.023255814
CHITRA,0,0.129032258,0,0.838709677,0.032258065
CHLOE,0.047619048,0.80952381,0.047619048,0.095238095,0
CHONG,0.012658228,0.082278481,0.006329114,0.886075949,0.012658228
CHRIS,0.022,0.9168,0.016,0.0428,0.0024
CHRISTA,0.008,0.981333333,0.010666667,0,0
CHRISTAL,0,0.694444444,0.277777778,0.027777778,0
CHRISTEL,0.019230769,0.903846154,0.057692308,0,0.019230769
CHRISTEN,0,0.979166667,0.020833333,0,0
CHRISTI,0.015444015,0.965250965,0,0.015444015,0.003861004
CHRISTIAN,0.107942974,0.850644942,0.018329939,0.019687712,0.003394433
CHRISTIANA,0,0.76,0.24,0,0
CHRISTIANE,0.046875,0.953125,0,0,0
CHRISTIANNE,0,1,0,0,0
CHRISTIE,0.02247191,0.93258427,0.024344569,0.020599251,0
CHRISTIN,0.011363636,0.977272727,0,0.011363636,0
CHRISTINA,0.063488261,0.885241974,0.017728797,0.029468136,0.004072832
CHRISTINE,0.019040733,0.934442034,0.013858761,0.030971318,0.001687154
CHRISTOPH,0,0.973684211,0,0.026315789,0
CHRISTOPHE,0,0.98245614,0,0.01754386,0
CHRISTOPHER,0.017864022,0.945444915,0.019982666,0.014011941,0.002696456
CHRISTOS,0.016129032,0.983870968,0,0,0
CHRISTY,0.012416428,0.946513849,0.011461318,0.026743075,0.00286533
CHRYSTAL,0.021978022,0.78021978,0.142857143,0.043956044,0.010989011
CHU,0,0.064516129,0,0.935483871,0
CHUAN,0,0.03125,0,0.96875,0
CHUCK,0.008695652,0.8,0.008695652,0.173913043,0.008695652
CHUN,0.006578947,0.026315789,0,0.967105263,0
CHUNG,0,0.01863354,0.00621118,0.97515528,0
CHUONG,0,0.02739726,0,0.97260274,0
CINDA,0.053571429,0.857142857,0.053571429,0.035714286,0
CINDEE,0,1,0,0,0
CINDI,0.025,0.958333333,0,0.016666667,0
CINDY,0.033432392,0.897473997,0.008543834,0.059063893,0.001485884
CIPRIANO,0.837209302,0.069767442,0,0.093023256,0
CIRILO,0.766666667,0.033333333,0,0.2,0
CIRO,0.483870968,0.483870968,0,0.032258065,0
CLAIR,0,0.961038961,0.025974026,0.012987013,0
CLAIRE,0.010416667,0.94140625,0.016927083,0.029947917,0.001302083
CLARA,0.202325581,0.602325581,0.148837209,0.046511628,0
CLARE,0.012711864,0.944915254,0.012711864,0.025423729,0.004237288
CLARENCE,0.004160888,0.671289875,0.274618585,0.044382802,0.00554785
CLARICE,0.023255814,0.744186047,0.139534884,0.081395349,0.011627907
CLARISSA,0.162393162,0.64957265,0.111111111,0.068376068,0.008547009
CLARK,0.007731959,0.927835052,0.030927835,0.025773196,0.007731959
CLARKE,0,0.951219512,0,0.048780488,0
CLAUDE,0.013550136,0.853658537,0.127371274,0.002710027,0.002710027
CLAUDETTE,0.01734104,0.658959538,0.294797688,0.023121387,0.005780347
CLAUDIA,0.307839388,0.640535373,0.036966221,0.010197578,0.00446144
CLAUDINE,0.039215686,0.833333333,0.098039216,0.019607843,0.009803922
CLAUDIO,0.530769231,0.453846154,0.007692308,0.007692308,0
CLAUS,0,1,0,0,0
CLAY,0,0.97029703,0.01320132,0.01320132,0.00330033
CLAYTON,0.003361345,0.936134454,0.026890756,0.026890756,0.006722689
CLEMENT,0.026548673,0.575221239,0.212389381,0.185840708,0
CLEMENTE,0.68852459,0.180327869,0.016393443,0.114754098,0
CLEO,0.071428571,0.6,0.271428571,0.057142857,0
CLEVE,0,1,0,0,0
CLEVELAND,0,0.372093023,0.604651163,0.023255814,0
CLIFF,0.008474576,0.847457627,0.059322034,0.084745763,0
CLIFFORD,0.00255102,0.905612245,0.057823129,0.033163265,0.00085034
CLIFTON,0.008645533,0.749279539,0.207492795,0.023054755,0.011527378
CLINT,0.010989011,0.942307692,0.013736264,0.027472527,0.005494505
CLINTON,0.006042296,0.882175227,0.092145015,0.018126888,0.001510574
CLIVE,0.01754386,0.754385965,0.192982456,0.035087719,0
CLYDE,0.010351967,0.832298137,0.118012422,0.033126294,0.00621118
COBY,0,0.966666667,0,0,0.033333333
CODY,0.006036217,0.967806841,0.012072435,0.010060362,0.004024145
COLBY,0,0.983050847,0.008474576,0.008474576,0
COLE,0.007194245,0.949640288,0.035971223,0,0.007194245
COLEEN,0.010362694,0.943005181,0.025906736,0.015544041,0.005181347
COLEMAN,0,0.926829268,0.073170732,0,0
COLETTE,0.003937008,0.909448819,0.07480315,0.007874016,0.003937008
COLIN,0.003164557,0.944620253,0.030063291,0.02056962,0.001582278
COLLEEN,0.005921832,0.977891828,0.007106198,0.006711409,0.002368733
COLLETTE,0,0.93902439,0.036585366,0.024390244,0
COLLIN,0.015267176,0.908396947,0.045801527,0.030534351,0
COLM,0,1,0,0,0
COLT,0,1,0,0,0
COLTON,0,1,0,0,0
CONCEPCION,0.792,0.072,0,0.136,0
CONCETTA,0.011111111,0.966666667,0.022222222,0,0
CONNIE,0.032359905,0.89976322,0.020126283,0.045777427,0.001973165
CONOR,0,1,0,0,0
CONRAD,0.056818182,0.784090909,0.083333333,0.064393939,0.011363636
CONRADO,0.416666667,0.083333333,0,0.5,0
CONSTANCE,0.01023622,0.918110236,0.05984252,0.008661417,0.003149606
CONSTANTIN,0,0.933333333,0,0.066666667,0
CONSTANTINE,0,0.98,0.01,0.01,0
CONSTANTINO,0.487179487,0.333333333,0,0.179487179,0
CONSUELO,0.758241758,0.142857143,0.016483516,0.082417582,0
CORA,0.047904192,0.622754491,0.245508982,0.065868263,0.017964072
CORAL,0.058823529,0.862745098,0.058823529,0.019607843,0
CORAZON,0.157894737,0.115789474,0,0.726315789,0
CORBETT,0,1,0,0,0
CORBIN,0,0.96875,0.03125,0,0
CORDELIA,0.189189189,0.486486486,0.27027027,0.027027027,0.027027027
CORDELL,0,0.696969697,0.272727273,0.03030303,0
COREY,0.004599816,0.894204232,0.081876725,0.012879485,0.006439742
CORI,0.020618557,0.948453608,0.020618557,0.010309278,0
CORIE,0.033333333,0.866666667,0.066666667,0.033333333,0
CORINA,0.356521739,0.6,0.017391304,0.026086957,0
CORINE,0.083333333,0.555555556,0.333333333,0.027777778,0
CORINNA,0.109375,0.859375,0.015625,0.015625,0
CORINNE,0.018087855,0.940568475,0.015503876,0.025839793,0
CORNELIA,0.0234375,0.796875,0.1640625,0.015625,0
CORNELIO,0.6,0.133333333,0,0.233333333,0.033333333
CORNELIUS,0.01459854,0.686131387,0.291970803,0.00729927,0
CORNELL,0.054054054,0.27027027,0.648648649,0,0.027027027
CORRIE,0.041666667,0.944444444,0,0,0.013888889
CORRIN,0,1,0,0,0
CORRINE,0.053030303,0.878787879,0.053030303,0.015151515,0
CORT,0,1,0,0,0
CORTNEY,0.011111111,0.922222222,0.055555556,0,0.011111111
CORY,0.006269592,0.945663532,0.028213166,0.017763845,0.002089864
COSMO,0,1,0,0,0
COURTENAY,0,1,0,0,0
COURTNEY,0.00082713,0.929693962,0.05624483,0.008271299,0.004962779
COY,0,0.902439024,0.048780488,0.048780488,0
CRAIG,0.003741115,0.962962963,0.02151141,0.010288066,0.001496446
CREIGHTON,0,0.852941176,0,0.147058824,0
CRIS,0,0.893617021,0,0.106382979,0
CRISPIN,0.428571429,0.30952381,0.047619048,0.214285714,0
CRISTA,0,1,0,0,0
CRISTEN,0,0.96875,0.03125,0,0
CRISTI,0.073170732,0.926829268,0,0,0
CRISTIAN,0.458715596,0.532110092,0,0.009174312,0
CRISTIE,0,0.967741935,0,0,0.032258065
CRISTIN,0,1,0,0,0
CRISTINA,0.369202226,0.506493506,0.012987013,0.109461967,0.001855288
CRISTINE,0,0.951612903,0,0.048387097,0
CRISTOBAL,0.909090909,0.072727273,0,0.018181818,0
CRISTOPHER,0.090909091,0.878787879,0,0.03030303,0
CRISTY,0.011494253,0.942528736,0,0.045977011,0
CRUZ,0.972222222,0.027777778,0,0,0
CRYSTAL,0.050414365,0.82320442,0.100138122,0.020718232,0.005524862
CUC,0,0,0,1,0
CUONG,0.005882353,0.011764706,0,0.976470588,0.005882353
CURT,0,0.983974359,0.003205128,0.012820513,0
CURTIS,0.005711319,0.857736241,0.109034268,0.021287643,0.00623053
CURTISS,0,0.860465116,0.139534884,0,0
CYNDI,0.023255814,0.930232558,0,0.046511628,0
CYNTHIA,0.037727572,0.891313885,0.048804562,0.019412152,0.002741829
CYRIL,0.014705882,0.676470588,0.132352941,0.176470588,0
CYRUS,0.011363636,0.784090909,0.125,0.079545455,0
DA,0,0,0,1,0
DAGOBERTO,1,0,0,0,0
DAI,0,0.083333333,0,0.916666667,0
DAISY,0.369811321,0.290566038,0.109433962,0.222641509,0.00754717
DALE,0.004889179,0.964146023,0.018578879,0.010430248,0.001955671
DALENE,0,1,0,0,0
DALIA,0.451612903,0.483870968,0.048387097,0.016129032,0
DALJIT,0,0.096774194,0,0.838709677,0.064516129
DALLAS,0.004761905,0.938095238,0.052380952,0.004761905,0
DALTON,0.035714286,0.803571429,0.125,0.035714286,0
DAMARIS,0.728813559,0.203389831,0.016949153,0.016949153,0.033898305
DAMIAN,0.180995475,0.728506787,0.07239819,0.018099548,0
DAMIEN,0.039370079,0.826771654,0.094488189,0.039370079,0
DAMION,0.025,0.625,0.325,0.025,0
DAMON,0.023419204,0.791569087,0.145199063,0.032786885,0.007025761
DAN,0.017950636,0.87210172,0.011219147,0.096484667,0.002243829
DANA,0.007506527,0.949412533,0.03426893,0.006853786,0.001958225
DANE,0.009708738,0.951456311,0.009708738,0.024271845,0.004854369
DANELLE,0.057142857,0.9,0.042857143,0,0
DANETTE,0.037593985,0.894736842,0.060150376,0.007518797,0
DANG,0,0,0,1,0
DANH,0,0.029411765,0,0.941176471,0.029411765
DANI,0.086206897,0.844827586,0,0.051724138,0.017241379
DANIA,0.64516129,0.322580645,0.032258065,0,0
DANIAL,0.029411765,0.970588235,0,0,0
DANICA,0,0.971428571,0.028571429,0,0
DANIEL,0.061889251,0.904914735,0.011496455,0.018585936,0.003113623
DANIELA,0.178947368,0.810526316,0.005263158,0.005263158,0
DANIELE,0.040816327,0.959183673,0,0,0
DANIELLA,0.15625,0.6875,0.125,0.015625,0.015625
DANIELLE,0.019267823,0.930635838,0.043834297,0.003853565,0.002408478
DANILO,0.224358974,0.115384615,0,0.653846154,0.006410256
DANITA,0,0.74137931,0.24137931,0,0.017241379
DANN,0.025641026,0.923076923,0,0.051282051,0
DANNA,0.035087719,0.903508772,0.035087719,0.01754386,0.00877193
DANNETTE,0,0.914285714,0.085714286,0,0
DANNIE,0.022727273,0.886363636,0.090909091,0,0
DANNY,0.058008214,0.797741273,0.035420945,0.103182752,0.005646817
DANTE,0.157024793,0.595041322,0.082644628,0.157024793,0.008264463
DANUTA,0.012658228,0.974683544,0,0.012658228,0
DAO,0.027027027,0.027027027,0,0.945945946,0
DAPHNE,0.019607843,0.676470588,0.181372549,0.117647059,0.004901961
DARA,0.014492754,0.884057971,0.057971014,0.043478261,0
DARBY,0,0.929824561,0.01754386,0.035087719,0.01754386
DARCI,0.02020202,0.95959596,0,0.01010101,0.01010101
DARCIE,0.016129032,0.951612903,0,0.016129032,0.016129032
DARCY,0.012121212,0.96969697,0.006060606,0.003030303,0.009090909
DAREK,0,1,0,0,0
DAREN,0,0.887323944,0.042253521,0.070422535,0
DARIA,0.057471264,0.885057471,0.057471264,0,0
DARIAN,0.054054054,0.72972973,0.216216216,0,0
DARIN,0.003577818,0.95706619,0.01431127,0.017889088,0.007155635
DARIO,0.584158416,0.356435644,0.00990099,0.04950495,0
DARIUS,0,0.648648649,0.324324324,0.027027027,0
DARIUSZ,0.026315789,0.973684211,0,0,0
DARKO,0,1,0,0,0
DARLA,0.013888889,0.967592593,0.013888889,0.00462963,0
DARLEEN,0.018181818,0.872727273,0.072727273,0.036363636,0
DARLENE,0.028673835,0.867383513,0.08781362,0.012544803,0.003584229
DARNELL,0,0.178082192,0.821917808,0,0
