,ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
32695,10595,Westchester County,NY,36119,H1
32696,10605,Westchester County,NY,36119,H1
32697,10709,Westchester County,NY,36119,H1
32698,10702,Westchester County,NY,36119,H1
32699,10590,Westchester County,NY,36119,H1
32700,10527,Westchester County,NY,36119,H1
32701,14113,Wyoming County,NY,36121,H1
32702,14427,Wyoming County,NY,36121,H1
32703,14536,Wyoming County,NY,36121,H1
32704,14167,Wyoming County,NY,36121,H1
32705,14039,Wyoming County,NY,36121,H1
32706,14054,Wyoming County,NY,36121,H1
32707,14009,Wyoming County,NY,36121,H1
32708,14569,Wyoming County,NY,36121,H1
32709,14530,Wyoming County,NY,36121,H1
32710,14525,Wyoming County,NY,36121,H1
32711,14735,Wyoming County,NY,36121,H1
32712,14591,Wyoming County,NY,36121,H1
32713,14145,Wyoming County,NY,36121,H1
32714,14082,Wyoming County,NY,36121,H1
32715,14066,Wyoming County,NY,36121,H1
32716,14037,Wyoming County,NY,36121,H1
32717,14011,Wyoming County,NY,36121,H1
32718,14024,Wyoming County,NY,36121,H1
32719,14549,Wyoming County,NY,36121,H1
32720,14481,Wyoming County,NY,36121,H1
32721,14004,Wyoming County,NY,36121,H1
32722,14040,Wyoming County,NY,36121,H1
32723,14083,Wyoming County,NY,36121,H1
32724,14550,Wyoming County,NY,36121,H1
32725,14130,Wyoming County,NY,36121,H1
32726,14030,Wyoming County,NY,36121,H1
32727,14842,Yates County,NY,36123,H1
32728,14527,Yates County,NY,36123,H1
32729,14561,Yates County,NY,36123,H1
32730,14478,Yates County,NY,36123,H1
32731,14456,Yates County,NY,36123,H1
32732,14415,Yates County,NY,36123,H1
32733,14544,Yates County,NY,36123,H1
32734,14418,Yates County,NY,36123,H1
32735,14512,Yates County,NY,36123,H1
32736,14878,Yates County,NY,36123,H1
32737,14837,Yates County,NY,36123,H1
32738,14441,Yates County,NY,36123,H1
32739,14507,Yates County,NY,36123,H1
32740,14857,Yates County,NY,36123,H1
32741,27253,Alamance County,NC,37001,H1
32742,27258,Alamance County,NC,37001,H1
32743,27201,Alamance County,NC,37001,H1
32744,27217,Alamance County,NC,37001,H1
32745,27359,Alamance County,NC,37001,H1
32746,27340,Alamance County,NC,37001,H1
32747,27244,Alamance County,NC,37001,H1
32748,27349,Alamance County,NC,37001,H1
32749,27202,Alamance County,NC,37001,H1
32750,27302,Alamance County,NC,37001,H1
32751,27298,Alamance County,NC,37001,H1
32752,27344,Alamance County,NC,37001,H1
32753,27216,Alamance County,NC,37001,H1
32754,27249,Alamance County,NC,37001,H1
32755,27215,Alamance County,NC,37001,H1
32756,28678,Alexander County,NC,37003,H1
32757,28689,Alexander County,NC,37003,H1
32758,28601,Alexander County,NC,37003,H1
32759,28681,Alexander County,NC,37003,H1
32760,28654,Alexander County,NC,37003,H1
32761,28630,Alexander County,NC,37003,H1
32762,28625,Alexander County,NC,37003,H1
32763,28636,Alexander County,NC,37003,H1
32764,28623,Alleghany County,NC,37005,H1
32765,28663,Alleghany County,NC,37005,H1
32766,28644,Alleghany County,NC,37005,H1
32767,28672,Alleghany County,NC,37005,H1
32768,27017,Alleghany County,NC,37005,H1
32769,28675,Alleghany County,NC,37005,H1
32770,28627,Alleghany County,NC,37005,H1
32771,28668,Alleghany County,NC,37005,H1
32772,28631,Alleghany County,NC,37005,H1
32773,28135,Anson County,NC,37007,H1
32774,28103,Anson County,NC,37007,H1
32775,28170,Anson County,NC,37007,H1
32776,28007,Anson County,NC,37007,H1
32777,28119,Anson County,NC,37007,H1
32778,28091,Anson County,NC,37007,H1
32779,28102,Anson County,NC,37007,H1
32780,28133,Anson County,NC,37007,H1
32781,28643,Ashe County,NC,37009,H1
32782,28672,Ashe County,NC,37009,H1
32783,28698,Ashe County,NC,37009,H1
32784,28615,Ashe County,NC,37009,H1
32785,28626,Ashe County,NC,37009,H1
32786,28640,Ashe County,NC,37009,H1
32787,28644,Ashe County,NC,37009,H1
32788,28629,Ashe County,NC,37009,H1
32789,28694,Ashe County,NC,37009,H1
32790,28684,Ashe County,NC,37009,H1
32791,28618,Ashe County,NC,37009,H1
32792,28631,Ashe County,NC,37009,H1
32793,28617,Ashe County,NC,37009,H1
32794,28693,Ashe County,NC,37009,H1
32795,28622,Avery County,NC,37011,H1
32796,28679,Avery County,NC,37011,H1
32797,28653,Avery County,NC,37011,H1
32798,28605,Avery County,NC,37011,H1
32799,28705,Avery County,NC,37011,H1
32800,28616,Avery County,NC,37011,H1
32801,28657,Avery County,NC,37011,H1
32802,28777,Avery County,NC,37011,H1
32803,28611,Avery County,NC,37011,H1
32804,28652,Avery County,NC,37011,H1
32805,28664,Avery County,NC,37011,H1
32806,28662,Avery County,NC,37011,H1
32807,28604,Avery County,NC,37011,H1
32808,28646,Avery County,NC,37011,H1
32809,27860,Beaufort County,NC,37013,H1
32810,27806,Beaufort County,NC,37013,H1
32811,27837,Beaufort County,NC,37013,H1
32812,27810,Beaufort County,NC,37013,H1
32813,27889,Beaufort County,NC,37013,H1
32814,27821,Beaufort County,NC,37013,H1
32815,27814,Beaufort County,NC,37013,H1
32816,27865,Beaufort County,NC,37013,H1
32817,28586,Beaufort County,NC,37013,H1
32818,27817,Beaufort County,NC,37013,H1
32819,27808,Beaufort County,NC,37013,H1
32820,27962,Beaufort County,NC,37013,H1
32821,27871,Beaufort County,NC,37013,H1
32822,27967,Bertie County,NC,37015,H1
32823,27983,Bertie County,NC,37015,H1
32824,27910,Bertie County,NC,37015,H1
32825,27957,Bertie County,NC,37015,H1
32826,27872,Bertie County,NC,37015,H1
32827,27805,Bertie County,NC,37015,H1
32828,27849,Bertie County,NC,37015,H1
32829,27847,Bertie County,NC,37015,H1
32830,27869,Bertie County,NC,37015,H1
32831,27924,Bertie County,NC,37015,H1
32832,28382,Bladen County,NC,37017,H1
32833,28384,Bladen County,NC,37017,H1
32834,28423,Bladen County,NC,37017,H1
32835,28444,Bladen County,NC,37017,H1
32836,28456,Bladen County,NC,37017,H1
32837,28447,Bladen County,NC,37017,H1
32838,28441,Bladen County,NC,37017,H1
32839,28399,Bladen County,NC,37017,H1
32840,28435,Bladen County,NC,37017,H1
32841,28320,Bladen County,NC,37017,H1
32842,28434,Bladen County,NC,37017,H1
32843,28332,Bladen County,NC,37017,H1
32844,28312,Bladen County,NC,37017,H1
32845,28433,Bladen County,NC,37017,H1
32846,28392,Bladen County,NC,37017,H1
32847,28438,Bladen County,NC,37017,H1
32848,28337,Bladen County,NC,37017,H1
32849,28448,Bladen County,NC,37017,H1
32850,28306,Bladen County,NC,37017,H1
32851,28420,Brunswick County,NC,37019,H1
32852,28467,Brunswick County,NC,37019,H1
32853,28459,Brunswick County,NC,37019,H1
32854,28436,Brunswick County,NC,37019,H1
32855,28401,Brunswick County,NC,37019,H1
32856,28479,Brunswick County,NC,37019,H1
32857,28452,Brunswick County,NC,37019,H1
32858,28422,Brunswick County,NC,37019,H1
32859,28468,Brunswick County,NC,37019,H1
32860,28451,Brunswick County,NC,37019,H1
32861,28462,Brunswick County,NC,37019,H1
32862,28456,Brunswick County,NC,37019,H1
32863,28461,Brunswick County,NC,37019,H1
32864,28470,Brunswick County,NC,37019,H1
32865,28465,Brunswick County,NC,37019,H1
32866,28469,Brunswick County,NC,37019,H1
32867,28753,Buncombe County,NC,37021,H1
32868,28804,Buncombe County,NC,37021,H1
32869,28709,Buncombe County,NC,37021,H1
32870,28791,Buncombe County,NC,37021,H1
32871,28730,Buncombe County,NC,37021,H1
32872,28715,Buncombe County,NC,37021,H1
32873,28803,Buncombe County,NC,37021,H1
32874,28778,Buncombe County,NC,37021,H1
32875,28810,Buncombe County,NC,37021,H1
32876,28757,Buncombe County,NC,37021,H1
32877,28716,Buncombe County,NC,37021,H1
32878,28732,Buncombe County,NC,37021,H1
32879,28787,Buncombe County,NC,37021,H1
32880,28805,Buncombe County,NC,37021,H1
32881,28776,Buncombe County,NC,37021,H1
32882,28816,Buncombe County,NC,37021,H1
32883,28655,Buncombe County,NC,37021,H1
32884,28711,Buncombe County,NC,37021,H1
32885,28801,Buncombe County,NC,37021,H1
32886,28806,Buncombe County,NC,37021,H1
32887,28814,Buncombe County,NC,37021,H1
32888,28762,Buncombe County,NC,37021,H1
32889,28701,Buncombe County,NC,37021,H1
32890,28721,Buncombe County,NC,37021,H1
32891,28748,Buncombe County,NC,37021,H1
32892,28815,Buncombe County,NC,37021,H1
32893,28714,Buncombe County,NC,37021,H1
32894,28759,Buncombe County,NC,37021,H1
32895,28728,Buncombe County,NC,37021,H1
32896,28704,Buncombe County,NC,37021,H1
32897,28813,Buncombe County,NC,37021,H1
32898,28802,Buncombe County,NC,37021,H1
32899,28770,Buncombe County,NC,37021,H1
32900,28792,Buncombe County,NC,37021,H1
32901,28090,Burke County,NC,37023,H1
32902,28647,Burke County,NC,37023,H1
32903,28628,Burke County,NC,37023,H1
32904,28671,Burke County,NC,37023,H1
32905,28637,Burke County,NC,37023,H1
32906,28690,Burke County,NC,37023,H1
32907,28601,Burke County,NC,37023,H1
32908,28619,Burke County,NC,37023,H1
32909,28666,Burke County,NC,37023,H1
32910,28602,Burke County,NC,37023,H1
32911,28612,Burke County,NC,37023,H1
32912,28680,Burke County,NC,37023,H1
32913,28645,Burke County,NC,37023,H1
32914,28641,Burke County,NC,37023,H1
32915,28655,Burke County,NC,37023,H1
32916,28657,Burke County,NC,37023,H1
32917,28761,Burke County,NC,37023,H1
32918,28168,Burke County,NC,37023,H1
32919,28107,Cabarrus County,NC,37025,H1
32920,28124,Cabarrus County,NC,37025,H1
32921,28075,Cabarrus County,NC,37025,H1
32922,28081,Cabarrus County,NC,37025,H1
32923,28213,Cabarrus County,NC,37025,H1
32924,28215,Cabarrus County,NC,37025,H1
32925,28262,Cabarrus County,NC,37025,H1
32926,28025,Cabarrus County,NC,37025,H1
32927,28027,Cabarrus County,NC,37025,H1
32928,28036,Cabarrus County,NC,37025,H1
32929,28138,Cabarrus County,NC,37025,H1
32930,28078,Cabarrus County,NC,37025,H1
32931,28269,Cabarrus County,NC,37025,H1
32932,28097,Cabarrus County,NC,37025,H1
32933,28083,Cabarrus County,NC,37025,H1
32934,28082,Cabarrus County,NC,37025,H1
32935,28071,Cabarrus County,NC,37025,H1
32936,28026,Cabarrus County,NC,37025,H1
32937,28681,Caldwell County,NC,37027,H1
32938,28667,Caldwell County,NC,37027,H1
32939,28605,Caldwell County,NC,37027,H1
32940,28611,Caldwell County,NC,37027,H1
32941,28606,Caldwell County,NC,37027,H1
32942,28633,Caldwell County,NC,37027,H1
32943,28655,Caldwell County,NC,37027,H1
32944,28630,Caldwell County,NC,37027,H1
32945,28638,Caldwell County,NC,37027,H1
32946,28645,Caldwell County,NC,37027,H1
32947,28601,Caldwell County,NC,37027,H1
32948,28624,Caldwell County,NC,37027,H1
32949,28661,Caldwell County,NC,37027,H1
32950,27909,Camden County,NC,37029,H1
32951,27974,Camden County,NC,37029,H1
32952,27921,Camden County,NC,37029,H1
32953,27973,Camden County,NC,37029,H1
32954,27976,Camden County,NC,37029,H1
32955,28553,Carteret County,NC,37031,H1
32956,28581,Carteret County,NC,37031,H1
32957,28582,Carteret County,NC,37031,H1
32958,28570,Carteret County,NC,37031,H1
32959,28531,Carteret County,NC,37031,H1
32960,28524,Carteret County,NC,37031,H1
32961,28516,Carteret County,NC,37031,H1
32962,28528,Carteret County,NC,37031,H1
32963,28512,Carteret County,NC,37031,H1
32964,28579,Carteret County,NC,37031,H1
32965,28511,Carteret County,NC,37031,H1
32966,28575,Carteret County,NC,37031,H1
32967,28577,Carteret County,NC,37031,H1
32968,28520,Carteret County,NC,37031,H1
32969,28532,Carteret County,NC,37031,H1
32970,28557,Carteret County,NC,37031,H1
32971,28594,Carteret County,NC,37031,H1
32972,28584,Carteret County,NC,37031,H1
32973,27291,Caswell County,NC,37033,H1
32974,27305,Caswell County,NC,37033,H1
32975,27343,Caswell County,NC,37033,H1
32976,27320,Caswell County,NC,37033,H1
32977,27315,Caswell County,NC,37033,H1
32978,27311,Caswell County,NC,37033,H1
32979,27244,Caswell County,NC,37033,H1
32980,27379,Caswell County,NC,37033,H1
32981,27326,Caswell County,NC,37033,H1
32982,27302,Caswell County,NC,37033,H1
32983,27217,Caswell County,NC,37033,H1
32984,27314,Caswell County,NC,37033,H1
32985,27249,Caswell County,NC,37033,H1
32986,27212,Caswell County,NC,37033,H1
32987,28601,Catawba County,NC,37035,H1
32988,28650,Catawba County,NC,37035,H1
32989,28612,Catawba County,NC,37035,H1
32990,28682,Catawba County,NC,37035,H1
32991,28603,Catawba County,NC,37035,H1
32992,28610,Catawba County,NC,37035,H1
32993,28602,Catawba County,NC,37035,H1
32994,28613,Catawba County,NC,37035,H1
32995,28658,Catawba County,NC,37035,H1
32996,28673,Catawba County,NC,37035,H1
32997,28092,Catawba County,NC,37035,H1
32998,28609,Catawba County,NC,37035,H1
32999,28037,Catawba County,NC,37035,H1
33000,28168,Catawba County,NC,37035,H1
33001,28090,Catawba County,NC,37035,H1
33002,27207,Chatham County,NC,37037,H1
33003,27208,Chatham County,NC,37037,H1
33004,27344,Chatham County,NC,37037,H1
33005,27562,Chatham County,NC,37037,H1
33006,27559,Chatham County,NC,37037,H1
33007,27298,Chatham County,NC,37037,H1
33008,27312,Chatham County,NC,37037,H1
33009,27523,Chatham County,NC,37037,H1
33010,27713,Chatham County,NC,37037,H1
33011,27325,Chatham County,NC,37037,H1
33012,27540,Chatham County,NC,37037,H1
33013,27213,Chatham County,NC,37037,H1
33014,27355,Chatham County,NC,37037,H1
33015,27517,Chatham County,NC,37037,H1
33016,27349,Chatham County,NC,37037,H1
33017,27256,Chatham County,NC,37037,H1
33018,27330,Chatham County,NC,37037,H1
33019,27516,Chatham County,NC,37037,H1
33020,27519,Chatham County,NC,37037,H1
33021,27502,Chatham County,NC,37037,H1
33022,27252,Chatham County,NC,37037,H1
33023,27332,Chatham County,NC,37037,H1
33024,28901,Cherokee County,NC,37039,H1
33025,28905,Cherokee County,NC,37039,H1
33026,28902,Cherokee County,NC,37039,H1
33027,28903,Cherokee County,NC,37039,H1
33028,28906,Cherokee County,NC,37039,H1
33029,27919,Chowan County,NC,37041,H1
33030,27944,Chowan County,NC,37041,H1
33031,27980,Chowan County,NC,37041,H1
33032,27932,Chowan County,NC,37041,H1
33033,27946,Chowan County,NC,37041,H1
33034,28902,Clay County,NC,37043,H1
33035,28904,Clay County,NC,37043,H1
33036,28909,Clay County,NC,37043,H1
33037,28734,Clay County,NC,37043,H1
33038,28040,Cleveland County,NC,37045,H1
33039,28114,Cleveland County,NC,37045,H1
33040,28021,Cleveland County,NC,37045,H1
33041,28152,Cleveland County,NC,37045,H1
33042,28089,Cleveland County,NC,37045,H1
33043,28169,Cleveland County,NC,37045,H1
33044,28038,Cleveland County,NC,37045,H1
33045,28073,Cleveland County,NC,37045,H1
33046,28150,Cleveland County,NC,37045,H1
33047,28017,Cleveland County,NC,37045,H1
33048,28020,Cleveland County,NC,37045,H1
33049,28090,Cleveland County,NC,37045,H1
33050,28612,Cleveland County,NC,37045,H1
33051,28086,Cleveland County,NC,37045,H1
33052,28151,Cleveland County,NC,37045,H1
33053,28136,Cleveland County,NC,37045,H1
33054,28042,Cleveland County,NC,37045,H1
33055,28424,Columbus County,NC,37047,H1
33056,28430,Columbus County,NC,37047,H1
33057,28450,Columbus County,NC,37047,H1
33058,28320,Columbus County,NC,37047,H1
33059,28436,Columbus County,NC,37047,H1
33060,28439,Columbus County,NC,37047,H1
33061,28432,Columbus County,NC,37047,H1
33062,28431,Columbus County,NC,37047,H1
33063,28463,Columbus County,NC,37047,H1
33064,28455,Columbus County,NC,37047,H1
33065,28433,Columbus County,NC,37047,H1
33066,28472,Columbus County,NC,37047,H1
33067,28442,Columbus County,NC,37047,H1
33068,28438,Columbus County,NC,37047,H1
33069,28456,Columbus County,NC,37047,H1
33070,28423,Columbus County,NC,37047,H1
33071,28523,Craven County,NC,37049,H1
33072,28526,Craven County,NC,37049,H1
33073,28560,Craven County,NC,37049,H1
33074,28533,Craven County,NC,37049,H1
33075,28532,Craven County,NC,37049,H1
33076,28562,Craven County,NC,37049,H1
33077,28573,Craven County,NC,37049,H1
33078,28530,Craven County,NC,37049,H1
33079,28501,Craven County,NC,37049,H1
33080,28563,Craven County,NC,37049,H1
33081,28586,Craven County,NC,37049,H1
33082,28527,Craven County,NC,37049,H1
33083,28564,Craven County,NC,37049,H1
33084,28561,Craven County,NC,37049,H1
33085,28519,Craven County,NC,37049,H1
33086,28312,Cumberland County,NC,37051,H1
33087,28348,Cumberland County,NC,37051,H1
33088,28344,Cumberland County,NC,37051,H1
33089,28391,Cumberland County,NC,37051,H1
33090,28399,Cumberland County,NC,37051,H1
33091,28371,Cumberland County,NC,37051,H1
33092,28304,Cumberland County,NC,37051,H1
33093,28390,Cumberland County,NC,37051,H1
33094,28356,Cumberland County,NC,37051,H1
33095,28395,Cumberland County,NC,37051,H1
33096,28303,Cumberland County,NC,37051,H1
33097,28305,Cumberland County,NC,37051,H1
33098,28384,Cumberland County,NC,37051,H1
33099,28307,Cumberland County,NC,37051,H1
33100,28382,Cumberland County,NC,37051,H1
33101,28308,Cumberland County,NC,37051,H1
33102,28334,Cumberland County,NC,37051,H1
33103,28331,Cumberland County,NC,37051,H1
33104,28302,Cumberland County,NC,37051,H1
33105,28318,Cumberland County,NC,37051,H1
33106,28306,Cumberland County,NC,37051,H1
33107,28314,Cumberland County,NC,37051,H1
33108,28311,Cumberland County,NC,37051,H1
33109,28310,Cumberland County,NC,37051,H1
33110,28301,Cumberland County,NC,37051,H1
33111,28309,Cumberland County,NC,37051,H1
33112,28342,Cumberland County,NC,37051,H1
33113,27947,Currituck County,NC,37053,H1
33114,27966,Currituck County,NC,37053,H1
33115,27929,Currituck County,NC,37053,H1
33116,27958,Currituck County,NC,37053,H1
33117,27917,Currituck County,NC,37053,H1
33118,27950,Currituck County,NC,37053,H1
33119,27973,Currituck County,NC,37053,H1
33120,27939,Currituck County,NC,37053,H1
33121,27964,Currituck County,NC,37053,H1
33122,27927,Currituck County,NC,37053,H1
33123,27916,Currituck County,NC,37053,H1
33124,27923,Currituck County,NC,37053,H1
33125,27956,Currituck County,NC,37053,H1
33126,27941,Currituck County,NC,37053,H1
33127,27965,Currituck County,NC,37053,H1
33128,27981,Dare County,NC,37055,H1
33129,27943,Dare County,NC,37055,H1
33130,27936,Dare County,NC,37055,H1
33131,27953,Dare County,NC,37055,H1
33132,27949,Dare County,NC,37055,H1
33133,27915,Dare County,NC,37055,H1
33134,27959,Dare County,NC,37055,H1
33135,27954,Dare County,NC,37055,H1
33136,27948,Dare County,NC,37055,H1
33137,27978,Dare County,NC,37055,H1
33138,27920,Dare County,NC,37055,H1
33139,27968,Dare County,NC,37055,H1
33140,27265,Davidson County,NC,37057,H1
33141,27107,Davidson County,NC,37057,H1
33142,27295,Davidson County,NC,37057,H1
33143,28127,Davidson County,NC,37057,H1
33144,27293,Davidson County,NC,37057,H1
33145,27292,Davidson County,NC,37057,H1
33146,27012,Davidson County,NC,37057,H1
33147,27127,Davidson County,NC,37057,H1
33148,27284,Davidson County,NC,37057,H1
33149,27299,Davidson County,NC,37057,H1
33150,27360,Davidson County,NC,37057,H1
33151,27294,Davidson County,NC,37057,H1
33152,27262,Davidson County,NC,37057,H1
33153,27351,Davidson County,NC,37057,H1
33154,27374,Davidson County,NC,37057,H1
33155,27239,Davidson County,NC,37057,H1
33156,27373,Davidson County,NC,37057,H1
33157,28625,Davie County,NC,37059,H1
33158,27006,Davie County,NC,37059,H1
33159,27055,Davie County,NC,37059,H1
33160,28634,Davie County,NC,37059,H1
33161,27028,Davie County,NC,37059,H1
33162,27014,Davie County,NC,37059,H1
33163,28466,Duplin County,NC,37061,H1
33164,28521,Duplin County,NC,37061,H1
33165,28518,Duplin County,NC,37061,H1
33166,28572,Duplin County,NC,37061,H1
33167,28464,Duplin County,NC,37061,H1
33168,28453,Duplin County,NC,37061,H1
33169,28398,Duplin County,NC,37061,H1
33170,28508,Duplin County,NC,37061,H1
33171,28574,Duplin County,NC,37061,H1
33172,28393,Duplin County,NC,37061,H1
33173,28458,Duplin County,NC,37061,H1
33174,28341,Duplin County,NC,37061,H1
33175,28365,Duplin County,NC,37061,H1
33176,28525,Duplin County,NC,37061,H1
33177,28578,Duplin County,NC,37061,H1
33178,28325,Duplin County,NC,37061,H1
33179,28478,Duplin County,NC,37061,H1
33180,28349,Duplin County,NC,37061,H1
33181,28444,Duplin County,NC,37061,H1
33182,27713,Durham County,NC,37063,H1
33183,27715,Durham County,NC,37063,H1
33184,27709,Durham County,NC,37063,H1
33185,27517,Durham County,NC,37063,H1
33186,27572,Durham County,NC,37063,H1
33187,27722,Durham County,NC,37063,H1
33188,27703,Durham County,NC,37063,H1
33189,27701,Durham County,NC,37063,H1
33190,27708,Durham County,NC,37063,H1
33191,27705,Durham County,NC,37063,H1
33192,27717,Durham County,NC,37063,H1
33193,27278,Durham County,NC,37063,H1
33194,27707,Durham County,NC,37063,H1
33195,27712,Durham County,NC,37063,H1
33196,27613,Durham County,NC,37063,H1
33197,27706,Durham County,NC,37063,H1
33198,27583,Durham County,NC,37063,H1
33199,27560,Durham County,NC,37063,H1
33200,27503,Durham County,NC,37063,H1
33201,27710,Durham County,NC,37063,H1
33202,27704,Durham County,NC,37063,H1
33203,27617,Durham County,NC,37063,H1
33204,27702,Durham County,NC,37063,H1
33205,27829,Edgecombe County,NC,37065,H1
33206,27804,Edgecombe County,NC,37065,H1
33207,27843,Edgecombe County,NC,37065,H1
33208,27809,Edgecombe County,NC,37065,H1
33209,27819,Edgecombe County,NC,37065,H1
33210,27891,Edgecombe County,NC,37065,H1
33211,27812,Edgecombe County,NC,37065,H1
33212,27801,Edgecombe County,NC,37065,H1
33213,27802,Edgecombe County,NC,37065,H1
33214,27886,Edgecombe County,NC,37065,H1
33215,27834,Edgecombe County,NC,37065,H1
33216,27803,Edgecombe County,NC,37065,H1
33217,27881,Edgecombe County,NC,37065,H1
33218,27852,Edgecombe County,NC,37065,H1
33219,27822,Edgecombe County,NC,37065,H1
33220,27815,Edgecombe County,NC,37065,H1
33221,27864,Edgecombe County,NC,37065,H1
33222,27040,Forsyth County,NC,37067,H1
33223,27107,Forsyth County,NC,37067,H1
33224,27021,Forsyth County,NC,37067,H1
33225,27116,Forsyth County,NC,37067,H1
33226,27114,Forsyth County,NC,37067,H1
33227,27010,Forsyth County,NC,37067,H1
33228,27012,Forsyth County,NC,37067,H1
33229,27103,Forsyth County,NC,37067,H1
33230,27109,Forsyth County,NC,37067,H1
33231,27284,Forsyth County,NC,37067,H1
33232,27050,Forsyth County,NC,37067,H1
33233,27120,Forsyth County,NC,37067,H1
33234,27285,Forsyth County,NC,37067,H1
33235,27052,Forsyth County,NC,37067,H1
33236,27104,Forsyth County,NC,37067,H1
33237,27101,Forsyth County,NC,37067,H1
33238,27051,Forsyth County,NC,37067,H1
33239,27105,Forsyth County,NC,37067,H1
33240,27127,Forsyth County,NC,37067,H1
33241,27106,Forsyth County,NC,37067,H1
33242,27357,Forsyth County,NC,37067,H1
33243,27094,Forsyth County,NC,37067,H1
33244,27150,Forsyth County,NC,37067,H1
33245,27108,Forsyth County,NC,37067,H1
33246,27099,Forsyth County,NC,37067,H1
33247,27102,Forsyth County,NC,37067,H1
33248,27045,Forsyth County,NC,37067,H1
33249,27152,Forsyth County,NC,37067,H1
33250,27115,Forsyth County,NC,37067,H1
33251,27113,Forsyth County,NC,37067,H1
33252,27023,Forsyth County,NC,37067,H1
33253,27009,Forsyth County,NC,37067,H1
33254,27117,Forsyth County,NC,37067,H1
33255,27265,Forsyth County,NC,37067,H1
33256,27110,Forsyth County,NC,37067,H1
33257,27111,Forsyth County,NC,37067,H1
33258,27235,Forsyth County,NC,37067,H1
33259,27155,Forsyth County,NC,37067,H1
33260,27130,Forsyth County,NC,37067,H1
33261,27019,Forsyth County,NC,37067,H1
33262,27199,Forsyth County,NC,37067,H1
33263,27157,Forsyth County,NC,37067,H1
33264,27816,Franklin County,NC,37069,H1
33265,27544,Franklin County,NC,37069,H1
33266,27587,Franklin County,NC,37069,H1
33267,27549,Franklin County,NC,37069,H1
33268,27596,Franklin County,NC,37069,H1
33269,27537,Franklin County,NC,37069,H1
33270,27525,Franklin County,NC,37069,H1
33271,27589,Franklin County,NC,37069,H1
33272,27882,Franklin County,NC,37069,H1
33273,27508,Franklin County,NC,37069,H1
33274,27597,Franklin County,NC,37069,H1
33275,27557,Franklin County,NC,37069,H1
33276,28054,Gaston County,NC,37071,H1
33277,28021,Gaston County,NC,37071,H1
33278,28098,Gaston County,NC,37071,H1
33279,28006,Gaston County,NC,37071,H1
33280,28016,Gaston County,NC,37071,H1
33281,28164,Gaston County,NC,37071,H1
33282,28033,Gaston County,NC,37071,H1
33283,28092,Gaston County,NC,37071,H1
33284,28032,Gaston County,NC,37071,H1
33285,28052,Gaston County,NC,37071,H1
33286,28080,Gaston County,NC,37071,H1
33287,28120,Gaston County,NC,37071,H1
33288,28086,Gaston County,NC,37071,H1
33289,28055,Gaston County,NC,37071,H1
33290,28077,Gaston County,NC,37071,H1
33291,28012,Gaston County,NC,37071,H1
33292,28034,Gaston County,NC,37071,H1
33293,28056,Gaston County,NC,37071,H1
33294,28053,Gaston County,NC,37071,H1
33295,28101,Gaston County,NC,37071,H1
33296,27979,Gates County,NC,37073,H1
33297,27935,Gates County,NC,37073,H1
33298,27946,Gates County,NC,37073,H1
33299,27926,Gates County,NC,37073,H1
33300,27938,Gates County,NC,37073,H1
33301,27937,Gates County,NC,37073,H1
33302,27969,Gates County,NC,37073,H1
33303,27919,Gates County,NC,37073,H1
33304,28733,Graham County,NC,37075,H1
33305,28702,Graham County,NC,37075,H1
33306,28771,Graham County,NC,37075,H1
33307,27565,Granville County,NC,37077,H1
33308,27587,Granville County,NC,37077,H1
33309,27544,Granville County,NC,37077,H1
33310,27522,Granville County,NC,37077,H1
33311,27574,Granville County,NC,37077,H1
33312,27581,Granville County,NC,37077,H1
33313,27525,Granville County,NC,37077,H1
33314,27509,Granville County,NC,37077,H1
33315,27507,Granville County,NC,37077,H1
33316,27596,Granville County,NC,37077,H1
33317,27582,Granville County,NC,37077,H1
33318,27572,Granville County,NC,37077,H1
33319,27888,Greene County,NC,37079,H1
33320,28538,Greene County,NC,37079,H1
33321,27883,Greene County,NC,37079,H1
33322,27828,Greene County,NC,37079,H1
33323,28551,Greene County,NC,37079,H1
33324,27534,Greene County,NC,37079,H1
33325,27863,Greene County,NC,37079,H1
33326,28513,Greene County,NC,37079,H1
33327,28554,Greene County,NC,37079,H1
33328,28580,Greene County,NC,37079,H1
33329,28530,Greene County,NC,37079,H1
33330,28501,Greene County,NC,37079,H1
33331,27284,Guilford County,NC,37081,H1
33332,27262,Guilford County,NC,37081,H1
33333,27409,Guilford County,NC,37081,H1
33334,27417,Guilford County,NC,37081,H1
33335,27425,Guilford County,NC,37081,H1
33336,27403,Guilford County,NC,37081,H1
33337,27420,Guilford County,NC,37081,H1
33338,27497,Guilford County,NC,37081,H1
33339,27357,Guilford County,NC,37081,H1
33340,27438,Guilford County,NC,37081,H1
33341,27410,Guilford County,NC,37081,H1
33342,27249,Guilford County,NC,37081,H1
33343,27263,Guilford County,NC,37081,H1
33344,27406,Guilford County,NC,37081,H1
33345,27429,Guilford County,NC,37081,H1
33346,27282,Guilford County,NC,37081,H1
33347,27313,Guilford County,NC,37081,H1
33348,27265,Guilford County,NC,37081,H1
33349,27408,Guilford County,NC,37081,H1
33350,27377,Guilford County,NC,37081,H1
33351,27283,Guilford County,NC,37081,H1
33352,27233,Guilford County,NC,37081,H1
33353,27261,Guilford County,NC,37081,H1
